caseid,citizenship_status,age,sex,province,education,agegroup,citizenship
257,Permanent resident,66.3,Male,Nova Scotia,High school diploma or a high school equivalency certificate,61 to 70,Permanent resident
258,Canadian citizen,62.7,Male,Ontario,Less than high school diploma or its equivalent,61 to 70,Canadian citizen
259,Canadian citizen,32.9,Male,Newfoundland and Labrador,Trade certificate or diploma,31 to 40,Canadian citizen
260,Canadian citizen,39.3,Male,Quebec,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
261,Permanent resident,56.5,Female,British Columbia,High school diploma or a high school equivalency certificate,51 to 60,Permanent resident
262,Other,34.1,Male,Manitoba,"University certificate, diploma or degree above the bach...",31 to 40,Other
263,Canadian citizen,47.6,Female,Nova Scotia,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
264,Canadian citizen,22.4,Male,Ontario,Trade certificate or diploma,21 to 30,Canadian citizen
265,Canadian citizen,65.3,Male,British Columbia,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
266,Other,22,Female,Manitoba,Less than high school diploma or its equivalent,21 to 30,Other
267,Canadian citizen,49.6,Female,Alberta,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
268,Canadian citizen,22.7,Male,Nova Scotia,High school diploma or a high school equivalency certificate,21 to 30,Canadian citizen
269,Canadian citizen,65.5,Male,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
270,Canadian citizen,34.9,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
271,Canadian citizen,50.1,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
272,Other,37.2,Male,Alberta,"University certificate, diploma or degree above the bach...",31 to 40,Other
273,Permanent resident,80,Female,British Columbia,Trade certificate or diploma,71 to 80,Permanent resident
274,Canadian citizen,61.8,Female,Quebec,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
275,Canadian citizen,59.7,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
276,Canadian citizen,41.9,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,41 to 50,Canadian citizen
277,Permanent resident,65.6,Male,Ontario,University certificate or diploma below the bachelor's level,61 to 70,Permanent resident
278,Canadian citizen,17.3,Male,Ontario,Less than high school diploma or its equivalent,20 or less,Canadian citizen
279,Canadian citizen,80,Female,Saskatchewan,Trade certificate or diploma,71 to 80,Canadian citizen
280,Other,76.8,Male,British Columbia,High school diploma or a high school equivalency certificate,71 to 80,Other
281,Canadian citizen,35.8,Female,British Columbia,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
282,Canadian citizen,66.7,Male,Ontario,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
283,Canadian citizen,26.5,Female,Quebec,Less than high school diploma or its equivalent,21 to 30,Canadian citizen
284,Canadian citizen,55.1,Female,New Brunswick,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
285,Canadian citizen,16.8,Male,Alberta,Less than high school diploma or its equivalent,20 or less,Canadian citizen
286,Canadian citizen,57.9,Male,Nova Scotia,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
287,Canadian citizen,44.2,Male,New Brunswick,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
288,Permanent resident,61.3,Female,Ontario,Trade certificate or diploma,61 to 70,Permanent resident
289,Canadian citizen,27.4,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",21 to 30,Canadian citizen
290,Canadian citizen,16.1,Male,Manitoba,Less than high school diploma or its equivalent,20 or less,Canadian citizen
291,Canadian citizen,71.3,Female,New Brunswick,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
292,Canadian citizen,68.8,Male,Quebec,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
293,Canadian citizen,80,Male,Manitoba,Trade certificate or diploma,71 to 80,Canadian citizen
294,Canadian citizen,55,Male,Ontario,Trade certificate or diploma,51 to 60,Canadian citizen
295,Canadian citizen,54.9,Female,Ontario,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
296,Canadian citizen,69.9,Male,British Columbia,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
297,Canadian citizen,41,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
298,Permanent resident,80,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",71 to 80,Permanent resident
299,Canadian citizen,61.6,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
300,Other,31.6,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Other
301,Canadian citizen,77.6,Female,Alberta,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
302,Permanent resident,62.7,Female,Quebec,Trade certificate or diploma,61 to 70,Permanent resident
303,Canadian citizen,54.8,Female,Nova Scotia,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
304,Canadian citizen,80,Female,Quebec,University certificate or diploma below the bachelor's level,71 to 80,Canadian citizen
305,Permanent resident,71.6,Female,Ontario,High school diploma or a high school equivalency certificate,71 to 80,Permanent resident
306,Canadian citizen,59.5,Male,Saskatchewan,Trade certificate or diploma,51 to 60,Canadian citizen
307,Permanent resident,41.2,Female,British Columbia,"University certificate, diploma or degree above the bach...",41 to 50,Permanent resident
308,Canadian citizen,78.8,Male,Ontario,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
309,Canadian citizen,67.8,Female,New Brunswick,Trade certificate or diploma,61 to 70,Canadian citizen
310,Canadian citizen,74.8,Female,Quebec,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
311,Canadian citizen,77.9,Male,Quebec,"University certificate, diploma or degree above the bach...",71 to 80,Canadian citizen
312,Canadian citizen,53.7,Female,British Columbia,Trade certificate or diploma,51 to 60,Canadian citizen
313,Permanent resident,61.3,Female,Quebec,"University certificate, diploma or degree above the bach...",61 to 70,Permanent resident
314,Canadian citizen,39.8,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
315,Canadian citizen,48.9,Male,Quebec,Trade certificate or diploma,41 to 50,Canadian citizen
316,Canadian citizen,40.6,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
317,Canadian citizen,80,Female,Quebec,"NA",71 to 80,Canadian citizen
318,Canadian citizen,29.9,Male,Ontario,Trade certificate or diploma,21 to 30,Canadian citizen
319,Canadian citizen,18,Male,British Columbia,Less than high school diploma or its equivalent,20 or less,Canadian citizen
320,Permanent resident,74.9,Male,Ontario,"University certificate, diploma or degree above the bach...",71 to 80,Permanent resident
321,Canadian citizen,44.6,Male,British Columbia,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
322,Canadian citizen,26.4,Male,Alberta,High school diploma or a high school equivalency certificate,21 to 30,Canadian citizen
323,Canadian citizen,61.2,Female,Quebec,Trade certificate or diploma,61 to 70,Canadian citizen
324,Permanent resident,51.5,Male,Ontario,"University certificate, diploma or degree above the bach...",51 to 60,Permanent resident
325,Canadian citizen,31.8,Male,Alberta,Trade certificate or diploma,31 to 40,Canadian citizen
326,Canadian citizen,80,Female,Quebec,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
327,Canadian citizen,70.6,Female,Quebec,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
328,Canadian citizen,63.3,Male,British Columbia,Trade certificate or diploma,61 to 70,Canadian citizen
329,Canadian citizen,26.3,Female,Quebec,Trade certificate or diploma,21 to 30,Canadian citizen
330,Canadian citizen,58.6,Male,New Brunswick,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
331,Canadian citizen,34.3,Male,Alberta,"University certificate, diploma or degree above the bach...",31 to 40,Canadian citizen
332,Canadian citizen,39.5,Male,Alberta,Trade certificate or diploma,31 to 40,Canadian citizen
333,Canadian citizen,39.4,Male,Alberta,Trade certificate or diploma,31 to 40,Canadian citizen
334,Canadian citizen,43,Female,Ontario,"University certificate, diploma or degree above the bach...",41 to 50,Canadian citizen
335,Canadian citizen,52.6,Male,Ontario,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
336,Canadian citizen,20.9,Female,Alberta,High school diploma or a high school equivalency certificate,21 to 30,Canadian citizen
337,Canadian citizen,58.9,Male,Ontario,Trade certificate or diploma,51 to 60,Canadian citizen
338,Canadian citizen,61.9,Male,Ontario,Trade certificate or diploma,61 to 70,Canadian citizen
339,Canadian citizen,57.8,Female,Ontario,Less than high school diploma or its equivalent,51 to 60,Canadian citizen
340,Other,69.1,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Other
341,Canadian citizen,62.7,Male,New Brunswick,Trade certificate or diploma,61 to 70,Canadian citizen
342,Canadian citizen,48.1,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
343,Canadian citizen,59.6,Female,Nova Scotia,Trade certificate or diploma,51 to 60,Canadian citizen
344,Canadian citizen,40.9,Male,Ontario,Trade certificate or diploma,41 to 50,Canadian citizen
345,Canadian citizen,44.3,Male,British Columbia,Trade certificate or diploma,41 to 50,Canadian citizen
346,Canadian citizen,72.3,Female,Quebec,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
347,Canadian citizen,24.3,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",21 to 30,Canadian citizen
348,Permanent resident,40.3,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Permanent resident
349,Canadian citizen,46.3,Male,New Brunswick,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
350,Canadian citizen,37.4,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
351,Canadian citizen,48.1,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
352,Canadian citizen,40.2,Female,Alberta,High school diploma or a high school equivalency certificate,41 to 50,Canadian citizen
353,Canadian citizen,32.3,Female,British Columbia,Trade certificate or diploma,31 to 40,Canadian citizen
354,Permanent resident,48,Male,Ontario,High school diploma or a high school equivalency certificate,41 to 50,Permanent resident
355,Canadian citizen,58.5,Male,Quebec,"University certificate, diploma or degree above the bach...",51 to 60,Canadian citizen
356,Canadian citizen,79.9,Female,Ontario,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
357,Canadian citizen,21.4,Male,Ontario,Trade certificate or diploma,21 to 30,Canadian citizen
358,Canadian citizen,61.3,Male,Ontario,High school diploma or a high school equivalency certificate,61 to 70,Canadian citizen
359,Canadian citizen,53.8,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",51 to 60,Canadian citizen
360,Permanent resident,38.3,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Permanent resident
361,Canadian citizen,76.8,Male,Nova Scotia,High school diploma or a high school equivalency certificate,71 to 80,Canadian citizen
362,Canadian citizen,72.6,Female,Manitoba,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
363,Canadian citizen,70,Female,Ontario,Trade certificate or diploma,61 to 70,Canadian citizen
364,Canadian citizen,69.3,Female,Saskatchewan,Trade certificate or diploma,61 to 70,Canadian citizen
365,Canadian citizen,51.4,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
366,Canadian citizen,37,Male,British Columbia,High school diploma or a high school equivalency certificate,31 to 40,Canadian citizen
367,Permanent resident,36.2,Male,Quebec,"University certificate, diploma or degree above the bach...",31 to 40,Permanent resident
368,Canadian citizen,79,Female,Ontario,Trade certificate or diploma,71 to 80,Canadian citizen
369,Canadian citizen,27.5,Female,Ontario,Trade certificate or diploma,21 to 30,Canadian citizen
370,Canadian citizen,80,Female,Newfoundland and Labrador,Trade certificate or diploma,71 to 80,Canadian citizen
371,Canadian citizen,24.5,Male,Quebec,Less than high school diploma or its equivalent,21 to 30,Canadian citizen
372,Canadian citizen,61.2,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
373,Canadian citizen,56,Male,Alberta,Trade certificate or diploma,51 to 60,Canadian citizen
374,Canadian citizen,40,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",31 to 40,Canadian citizen
375,Canadian citizen,55.9,Female,Quebec,"University certificate, diploma or degree above the bach...",51 to 60,Canadian citizen
376,Canadian citizen,59.8,Female,Quebec,High school diploma or a high school equivalency certificate,51 to 60,Canadian citizen
377,Canadian citizen,38.9,Female,Alberta,Trade certificate or diploma,31 to 40,Canadian citizen
378,Canadian citizen,61.3,Male,Prince Edward Island,Trade certificate or diploma,61 to 70,Canadian citizen
379,Permanent resident,62.2,Male,Ontario,Trade certificate or diploma,61 to 70,Permanent resident
380,Other,32.4,Male,Alberta,"University certificate, diploma or degree above the bach...",31 to 40,Other
381,Permanent resident,40.9,Male,British Columbia,Trade certificate or diploma,41 to 50,Permanent resident
382,Canadian citizen,73.3,Male,Newfoundland and Labrador,Trade certificate or diploma,71 to 80,Canadian citizen
383,Canadian citizen,30.3,Female,Manitoba,Trade certificate or diploma,31 to 40,Canadian citizen
384,Canadian citizen,19.9,Female,Manitoba,High school diploma or a high school equivalency certificate,20 or less,Canadian citizen
385,Canadian citizen,62.4,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",61 to 70,Canadian citizen
386,Canadian citizen,28.7,Female,Quebec,Less than high school diploma or its equivalent,21 to 30,Canadian citizen
387,Canadian citizen,46.8,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",41 to 50,Canadian citizen
388,Canadian citizen,36.6,Male,Ontario,Trade certificate or diploma,31 to 40,Canadian citizen
389,Canadian citizen,22.1,Male,Ontario,High school diploma or a high school equivalency certificate,21 to 30,Canadian citizen
390,Canadian citizen,80,Male,Ontario,Less than high school diploma or its equivalent,71 to 80,Canadian citizen
391,Canadian citizen,47.8,Male,Ontario,"University certificate, diploma or degree above the bach...",41 to 50,Canadian citizen
